,json_name,#R,#M_per_R,#E_per_R,#A_per_R,cost,#bad_reac,buggy
0,00--1of1.json ( 1/65),750,11.538666666666666,268.41333333333336,130.02133333333333,3.921757936477661,0,False
1,02--1of2.json ( 2/65),93824,6.574320003410641,153.68281036834924,75.59300392223739,292.9090359210968,10,False
2,02--2of2.json ( 3/65),46443,6.363176366729109,133.25168486101242,66.50069978252913,128.8579306602478,12,False
3,03--1of1.json ( 4/65),11576,6.162145818935729,107.38787145818935,55.06496199032481,27.244407415390015,0,False
4,04--1of1.json ( 5/65),14846,6.176882661996498,109.36104001077732,56.06634783780143,35.70390486717224,1,False
5,0b--1of1.json ( 6/65),141914,6.509625547867018,149.3387685499669,73.46970700565132,441.9431359767914,36,False
6,0c--1of1.json ( 7/65),256,22.0,390.0,197.25,2.154705047607422,0,False
7,0e--1of1.json ( 8/65),32941,6.41474150754379,129.25078170061624,64.84748489724052,88.95677304267883,13,False
8,0f--1of1.json ( 9/65),15440,6.084326424870467,106.94002590673576,54.69514248704663,36.249316453933716,2,False
9,10--1of1.json (10/65),384,7.005208333333333,144.45833333333334,71.46875,1.1374895572662354,0,False
10,1b--1of1.json (11/65),12859,6.373979314099074,112.87300723228867,57.718873940430825,31.875538110733032,11,False
11,1d--1of1.json (12/65),53094,6.452876031189965,138.27634007609146,68.75415301163973,151.4322154521942,13,False
12,1e--1of1.json (13/65),28229,6.577455807857168,125.73757483439016,63.501363845690605,76.72775602340698,8,False
13,26--1of1.json (14/65),33828,6.390948326829845,125.9849828544401,63.264544164597375,90.8598701953888,13,False
14,35--1of2.json (15/65),16777,6.013113190677713,105.42981462716814,53.84550277165167,38.93074941635132,0,False
15,35--2of2.json (16/65),7,113.71428571428571,4847.714285714285,2261.5714285714284,0.5433254241943359,0,False
16,38--1of1.json (17/65),11023,6.412047536968157,114.39245214551393,58.50902658078563,27.507031202316284,3,False
17,3b--1of1.json (18/65),450,16.0,224.24444444444444,115.0111111111111,2.376077651977539,0,False
18,44--1of1.json (19/65),33595,6.359071290370591,129.5662449769311,64.92701294835541,91.3086245059967,10,False
19,46--1of1.json (20/65),4312,10.958256029684602,275.92949907235624,135.67068645640074,23.328442573547363,0,False
20,48--1of1.json (21/65),40000,6.84205,130.11795,64.3872,106.94844388961792,0,False
21,4d--1of1.json (22/65),90,11.0,201.0222222222222,101.42222222222222,0.3763453960418701,0,False
22,4e--1of1.json (23/65),15272,6.337283918281823,113.97407019381875,58.00039287585123,37.838478326797485,7,False
23,51--1of1.json (24/65),14996,6.280208055481462,113.71138970392104,57.98859695918912,36.978227853775024,5,False
24,54--1of1.json (25/65),30000,6.824133333333333,129.57866666666666,64.14816666666667,79.29823732376099,0,False
25,55--1of2.json (26/65),3,8.333333333333334,282.0,136.33333333333334,0.014969587326049805,0,False
26,55--2of2.json (27/65),48,11.458333333333334,132.33333333333334,74.27083333333333,0.1618943214416504,0,False
27,5b--1of1.json (28/65),146879,6.5209321958891335,150.24158661210927,73.89833127948856,452.21502804756165,10,False
28,5d--1of1.json (29/65),54745,6.19744268883003,137.62075075349347,68.23655128322221,152.16658902168274,18,False
29,5e--1of1.json (30/65),39,8.0,122.92307692307692,65.56410256410257,0.11106348037719727,0,False
30,67--1of1.json (31/65),13737,6.162990463711145,106.2076144718643,54.64482783722792,32.431211709976196,2,False
31,68--1of3.json (32/65),19324,6.383978472365969,115.81256468640034,58.948975367418754,48.23815083503723,8,False
32,68--2of3.json (33/65),12739,6.38072062171285,115.8835073396656,59.16853756181804,32.012194871902466,4,False
33,68--3of3.json (34/65),5760,17.691666666666666,320.98333333333335,159.14166666666668,39.666220903396606,0,False
34,6a--1of1.json (35/65),3,17.333333333333332,120.0,73.66666666666667,0.012748003005981445,0,False
35,70--1of1.json (36/65),43468,6.174496181098739,133.09335603202356,66.30601822029999,119.48644971847534,16,False
36,71--1of1.json (37/65),37036,6.22434928177989,134.911977535371,67.05732260503294,102.2972629070282,3,False
37,77--1of1.json (38/65),22561,6.437214662470635,119.80151589025309,60.9906919019547,58.703246116638184,6,False
38,7d--1of1.json (39/65),1536,12.0625,301.625,145.91666666666666,8.904760837554932,0,False
39,83--1of1.json (40/65),18637,6.42603423297741,117.15254601062402,59.612169340559106,47.50003218650818,4,False
40,84--1of1.json (41/65),91327,6.357845982020651,143.43760333745772,70.88628773528092,269.8167679309845,21,False
41,89--1of1.json (42/65),24,12.0,309.5,151.75,0.1390676498413086,0,False
42,8b--1of1.json (43/65),19782,6.352795470629865,115.3322212112021,58.70624810433728,49.73927855491638,8,False
43,8d--1of1.json (44/65),27,9.037037037037036,176.96296296296296,86.18518518518519,0.09978199005126953,0,False
44,99--1of1.json (45/65),70710,6.261080469523406,140.54119643614766,69.4811483524254,202.0918905735016,15,False
45,a3--1of1.json (46/65),11338,6.165902275533604,109.46816016934204,55.95466572587758,26.915462732315063,2,False
46,ac--1of1.json (47/65),1728,9.0,194.22222222222223,95.22222222222223,6.87985634803772,0,False
47,b2--1of1.json (48/65),147930,6.537538024741432,149.577408233624,73.55867640100047,457.693767786026,27,False
48,b4--1of1.json (49/65),1152,12.0,266.125,129.66666666666666,6.086843490600586,0,False
49,b8--1of1.json (50/65),42470,6.480362608900401,133.19232399340711,66.63275253119849,118.20218873023987,13,False
50,c1--1of1.json (51/65),20151,6.364944667758424,118.70706168428366,60.312143317949484,51.788365840911865,8,False
51,ca--1of1.json (52/65),13624,6.250733998825602,113.39856136230182,57.85334703464474,33.393834829330444,4,False
52,cb--1of1.json (53/65),288,11.875,242.0,119.41666666666667,1.4311580657958984,0,False
53,cd--1of1.json (54/65),119654,6.438405736540358,146.69441890785097,72.2914904641717,357.48337626457214,41,False
54,d1--1of1.json (55/65),100244,6.453673037787798,144.0853916443877,71.23541558597023,294.20894503593445,20,False
55,d2--1of1.json (56/65),1728,22.0,393.8333333333333,199.75,14.81880784034729,0,False
56,d3--1of1.json (57/65),264,11.977272727272727,289.530303030303,139.63636363636363,1.4263348579406738,0,False
57,d9--1of1.json (58/65),20173,6.37084221484162,122.21821246220195,61.76944430674664,52.34545087814331,4,False
58,de--1of1.json (59/65),409035,6.813236031146479,129.96695637292652,64.29271089271089,1147.5886342525482,0,False
59,df--1of1.json (60/65),37059,6.525432418575784,129.00385871178392,64.80749615478021,101.12495684623718,9,False
60,e2--1of1.json (61/65),36472,6.297598157490678,136.68035753454706,67.9368282518096,102.50329184532166,6,False
61,f4--1of1.json (62/65),56447,6.274948181479973,140.58323737311105,69.60286640565486,162.11596751213074,6,False
62,f6--1of1.json (63/65),19597,6.427412359034546,122.04766035617696,61.882635097208755,51.27923631668091,2,False
63,fa--1of1.json (64/65),17851,5.98386645005882,107.24598061733236,54.48198980449275,41.971463441848755,4,False
64,fc--1of1.json (65/65),80,6.0,131.6,64.25,0.21186065673828125,0,False
